Name,Value,Type,Offset,Range,Set,Binding,Descriptor Type,Buffer
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,10304,,,,,
light_array.data.shadow_color,0,uint32,10320,,,,,
light_array.data.flags,0,uint32,10324,,,,,
light_array.data.shadow_pixel_size,0.00,float,10328,,,,,
light_array.data.height,0.00,float,10332,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,10336,,,,,
light_array.data.shadow_zfar_inv,0.00,float,10344,,,,,
light_array.data.shadow_y_ofs,0.00,float,10348,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10352,,,,,
light_array.data[81],[...],struct Light,10368,,,,,
light_array.data.texture_matrix,[...],mat2x4f,10368,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10368,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10384,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,10400,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10400,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10416,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,10432,,,,,
light_array.data.shadow_color,0,uint32,10448,,,,,
light_array.data.flags,0,uint32,10452,,,,,
light_array.data.shadow_pixel_size,0.00,float,10456,,,,,
light_array.data.height,0.00,float,10460,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,10464,,,,,
light_array.data.shadow_zfar_inv,0.00,float,10472,,,,,
light_array.data.shadow_y_ofs,0.00,float,10476,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10480,,,,,
light_array.data[82],[...],struct Light,10496,,,,,
light_array.data.texture_matrix,[...],mat2x4f,10496,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10496,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10512,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,10528,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10528,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10544,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,10560,,,,,
light_array.data.shadow_color,0,uint32,10576,,,,,
light_array.data.flags,0,uint32,10580,,,,,
light_array.data.shadow_pixel_size,0.00,float,10584,,,,,
light_array.data.height,0.00,float,10588,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,10592,,,,,
light_array.data.shadow_zfar_inv,0.00,float,10600,,,,,
light_array.data.shadow_y_ofs,0.00,float,10604,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10608,,,,,
light_array.data[83],[...],struct Light,10624,,,,,
light_array.data.texture_matrix,[...],mat2x4f,10624,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10624,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10640,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,10656,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10656,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10672,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,10688,,,,,
light_array.data.shadow_color,0,uint32,10704,,,,,
light_array.data.flags,0,uint32,10708,,,,,
light_array.data.shadow_pixel_size,0.00,float,10712,,,,,
light_array.data.height,0.00,float,10716,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,10720,,,,,
light_array.data.shadow_zfar_inv,0.00,float,10728,,,,,
light_array.data.shadow_y_ofs,0.00,float,10732,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10736,,,,,
light_array.data[84],[...],struct Light,10752,,,,,
light_array.data.texture_matrix,[...],mat2x4f,10752,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10752,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10768,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,10784,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10784,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10800,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,10816,,,,,
light_array.data.shadow_color,0,uint32,10832,,,,,
light_array.data.flags,0,uint32,10836,,,,,
light_array.data.shadow_pixel_size,0.00,float,10840,,,,,
light_array.data.height,0.00,float,10844,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,10848,,,,,
light_array.data.shadow_zfar_inv,0.00,float,10856,,,,,
light_array.data.shadow_y_ofs,0.00,float,10860,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10864,,,,,
light_array.data[85],[...],struct Light,10880,,,,,
light_array.data.texture_matrix,[...],mat2x4f,10880,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10880,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10896,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,10912,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,10912,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,10928,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,10944,,,,,
light_array.data.shadow_color,0,uint32,10960,,,,,
light_array.data.flags,0,uint32,10964,,,,,
light_array.data.shadow_pixel_size,0.00,float,10968,,,,,
light_array.data.height,0.00,float,10972,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,10976,,,,,
light_array.data.shadow_zfar_inv,0.00,float,10984,,,,,
light_array.data.shadow_y_ofs,0.00,float,10988,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10992,,,,,
light_array.data[86],[...],struct Light,11008,,,,,
light_array.data.texture_matrix,[...],mat2x4f,11008,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11008,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11024,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,11040,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11040,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11056,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,11072,,,,,
light_array.data.shadow_color,0,uint32,11088,,,,,
light_array.data.flags,0,uint32,11092,,,,,
light_array.data.shadow_pixel_size,0.00,float,11096,,,,,
light_array.data.height,0.00,float,11100,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,11104,,,,,
light_array.data.shadow_zfar_inv,0.00,float,11112,,,,,
light_array.data.shadow_y_ofs,0.00,float,11116,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11120,,,,,
light_array.data[87],[...],struct Light,11136,,,,,
light_array.data.texture_matrix,[...],mat2x4f,11136,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11136,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11152,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,11168,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11168,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11184,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,11200,,,,,
light_array.data.shadow_color,0,uint32,11216,,,,,
light_array.data.flags,0,uint32,11220,,,,,
light_array.data.shadow_pixel_size,0.00,float,11224,,,,,
light_array.data.height,0.00,float,11228,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,11232,,,,,
light_array.data.shadow_zfar_inv,0.00,float,11240,,,,,
light_array.data.shadow_y_ofs,0.00,float,11244,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11248,,,,,
light_array.data[88],[...],struct Light,11264,,,,,
light_array.data.texture_matrix,[...],mat2x4f,11264,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11264,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11280,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,11296,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11296,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11312,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,11328,,,,,
light_array.data.shadow_color,0,uint32,11344,,,,,
light_array.data.flags,0,uint32,11348,,,,,
light_array.data.shadow_pixel_size,0.00,float,11352,,,,,
light_array.data.height,0.00,float,11356,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,11360,,,,,
light_array.data.shadow_zfar_inv,0.00,float,11368,,,,,
light_array.data.shadow_y_ofs,0.00,float,11372,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11376,,,,,
light_array.data[89],[...],struct Light,11392,,,,,
light_array.data.texture_matrix,[...],mat2x4f,11392,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11392,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11408,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,11424,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11424,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11440,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,11456,,,,,
light_array.data.shadow_color,0,uint32,11472,,,,,
light_array.data.flags,0,uint32,11476,,,,,
light_array.data.shadow_pixel_size,0.00,float,11480,,,,,
light_array.data.height,0.00,float,11484,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,11488,,,,,
light_array.data.shadow_zfar_inv,0.00,float,11496,,,,,
light_array.data.shadow_y_ofs,0.00,float,11500,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11504,,,,,
light_array.data[90],[...],struct Light,11520,,,,,
light_array.data.texture_matrix,[...],mat2x4f,11520,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11520,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11536,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,11552,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11552,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11568,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,11584,,,,,
light_array.data.shadow_color,0,uint32,11600,,,,,
light_array.data.flags,0,uint32,11604,,,,,
light_array.data.shadow_pixel_size,0.00,float,11608,,,,,
light_array.data.height,0.00,float,11612,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,11616,,,,,
light_array.data.shadow_zfar_inv,0.00,float,11624,,,,,
light_array.data.shadow_y_ofs,0.00,float,11628,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11632,,,,,
light_array.data[91],[...],struct Light,11648,,,,,
light_array.data.texture_matrix,[...],mat2x4f,11648,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11648,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11664,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,11680,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11680,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11696,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,11712,,,,,
light_array.data.shadow_color,0,uint32,11728,,,,,
light_array.data.flags,0,uint32,11732,,,,,
light_array.data.shadow_pixel_size,0.00,float,11736,,,,,
light_array.data.height,0.00,float,11740,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,11744,,,,,
light_array.data.shadow_zfar_inv,0.00,float,11752,,,,,
light_array.data.shadow_y_ofs,0.00,float,11756,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11760,,,,,
light_array.data[92],[...],struct Light,11776,,,,,
light_array.data.texture_matrix,[...],mat2x4f,11776,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11776,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11792,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,11808,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11808,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11824,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,11840,,,,,
light_array.data.shadow_color,0,uint32,11856,,,,,
light_array.data.flags,0,uint32,11860,,,,,
light_array.data.shadow_pixel_size,0.00,float,11864,,,,,
light_array.data.height,0.00,float,11868,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,11872,,,,,
light_array.data.shadow_zfar_inv,0.00,float,11880,,,,,
light_array.data.shadow_y_ofs,0.00,float,11884,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11888,,,,,
light_array.data[93],[...],struct Light,11904,,,,,
light_array.data.texture_matrix,[...],mat2x4f,11904,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11904,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11920,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,11936,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,11936,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,11952,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,11968,,,,,
light_array.data.shadow_color,0,uint32,11984,,,,,
light_array.data.flags,0,uint32,11988,,,,,
light_array.data.shadow_pixel_size,0.00,float,11992,,,,,
light_array.data.height,0.00,float,11996,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,12000,,,,,
light_array.data.shadow_zfar_inv,0.00,float,12008,,,,,
light_array.data.shadow_y_ofs,0.00,float,12012,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,12016,,,,,
light_array.data[94],[...],struct Light,12032,,,,,
light_array.data.texture_matrix,[...],mat2x4f,12032,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12032,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12048,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,12064,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12064,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12080,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,12096,,,,,
light_array.data.shadow_color,0,uint32,12112,,,,,
light_array.data.flags,0,uint32,12116,,,,,
light_array.data.shadow_pixel_size,0.00,float,12120,,,,,
light_array.data.height,0.00,float,12124,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,12128,,,,,
light_array.data.shadow_zfar_inv,0.00,float,12136,,,,,
light_array.data.shadow_y_ofs,0.00,float,12140,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,12144,,,,,
light_array.data[95],[...],struct Light,12160,,,,,
light_array.data.texture_matrix,[...],mat2x4f,12160,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12160,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12176,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,12192,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12192,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12208,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,12224,,,,,
light_array.data.shadow_color,0,uint32,12240,,,,,
light_array.data.flags,0,uint32,12244,,,,,
light_array.data.shadow_pixel_size,0.00,float,12248,,,,,
light_array.data.height,0.00,float,12252,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,12256,,,,,
light_array.data.shadow_zfar_inv,0.00,float,12264,,,,,
light_array.data.shadow_y_ofs,0.00,float,12268,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,12272,,,,,
light_array.data[96],[...],struct Light,12288,,,,,
light_array.data.texture_matrix,[...],mat2x4f,12288,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12288,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12304,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,12320,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12320,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12336,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,12352,,,,,
light_array.data.shadow_color,0,uint32,12368,,,,,
light_array.data.flags,0,uint32,12372,,,,,
light_array.data.shadow_pixel_size,0.00,float,12376,,,,,
light_array.data.height,0.00,float,12380,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,12384,,,,,
light_array.data.shadow_zfar_inv,0.00,float,12392,,,,,
light_array.data.shadow_y_ofs,0.00,float,12396,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,12400,,,,,
light_array.data[97],[...],struct Light,12416,,,,,
light_array.data.texture_matrix,[...],mat2x4f,12416,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12416,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12432,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,12448,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12448,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12464,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,12480,,,,,
light_array.data.shadow_color,0,uint32,12496,,,,,
light_array.data.flags,0,uint32,12500,,,,,
light_array.data.shadow_pixel_size,0.00,float,12504,,,,,
light_array.data.height,0.00,float,12508,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,12512,,,,,
light_array.data.shadow_zfar_inv,0.00,float,12520,,,,,
light_array.data.shadow_y_ofs,0.00,float,12524,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,12528,,,,,
light_array.data[...],[...],struct,12544,,,,,
light_array.data.texture_matrix,[...],mat2x4f,12544,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12544,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12560,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,12576,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,12576,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,12592,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,12608,,,,,
light_array.data.shadow_color,0,uint32,12624,,,,,
light_array.data.flags,0,uint32,12628,,,,,
light_array.data.shadow_pixel_size,0.00,float,12632,,,,,
light_array.data.height,0.00,float,12636,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,12640,,,,,
light_array.data.shadow_zfar_inv,0.00,float,12648,,,,,
light_array.data.shadow_y_ofs,0.00,float,12652,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,12656,,,,,
light_array.data[255],[...],struct Light,32640,,,,,
light_array.data.texture_matrix,[...],mat2x4f,32640,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,32640,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,32656,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,32672,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,32672,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,32688,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,32704,,,,,
light_array.data.shadow_color,0,uint32,32720,,,,,
light_array.data.flags,0,uint32,32724,,,,,
light_array.data.shadow_pixel_size,0.00,float,32728,,,,,
light_array.data.height,0.00,float,32732,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,32736,,,,,
light_array.data.shadow_zfar_inv,0.00,float,32744,,,,,
light_array.data.shadow_y_ofs,0.00,float,32748,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,32752,,,,,
global_shader_uniforms,[...],struct GlobalShaderUniformData*,0,1048576,0,9,STORAGE_BUFFER,0x000001f5411c4da0 @ 0 B
global_shader_uniforms.data,[...],vec4f,0,,,,,
global_shader_uniforms.data[0],"[0.00, 0.00, 0.00, 0.00]",vec4f,0,,,,,
global_shader_uniforms.data[1],"[0.00, 0.00, 0.00, 0.00]",vec4f,16,,,,,
global_shader_uniforms.data[2],"[0.00, 0.00, 0.00, 0.00]",vec4f,32,,,,,
global_shader_uniforms.data[3],"[0.00, 0.00, 0.00, 0.00]",vec4f,48,,,,,
global_shader_uniforms.data[4],"[0.00, 0.00, 0.00, 0.00]",vec4f,64,,,,,
global_shader_uniforms.data[5],"[0.00, 0.00, 0.00, 0.00]",vec4f,80,,,,,
global_shader_uniforms.data[6],"[0.00, 0.00, 0.00, 0.00]",vec4f,96,,,,,
global_shader_uniforms.data[7],"[0.00, 0.00, 0.00, 0.00]",vec4f,112,,,,,
global_shader_uniforms.data[8],"[0.00, 0.00, 0.00, 0.00]",vec4f,128,,,,,
global_shader_uniforms.data[9],"[0.00, 0.00, 0.00, 0.00]",vec4f,144,,,,,
global_shader_uniforms.data[10],"[0.00, 0.00, 0.00, 0.00]",vec4f,160,,,,,
global_shader_uniforms.data[11],"[0.00, 0.00, 0.00, 0.00]",vec4f,176,,,,,
global_shader_uniforms.data[12],"[0.00, 0.00, 0.00, 0.00]",vec4f,192,,,,,
global_shader_uniforms.data[13],"[0.00, 0.00, 0.00, 0.00]",vec4f,208,,,,,
global_shader_uniforms.data[14],"[0.00, 0.00, 0.00, 0.00]",vec4f,224,,,,,
global_shader_uniforms.data[15],"[0.00, 0.00, 0.00, 0.00]",vec4f,240,,,,,
global_shader_uniforms.data[16],"[0.00, 0.00, 0.00, 0.00]",vec4f,256,,,,,
global_shader_uniforms.data[17],"[0.00, 0.00, 0.00, 0.00]",vec4f,272,,,,,
global_shader_uniforms.data[18],"[0.00, 0.00, 0.00, 0.00]",vec4f,288,,,,,
global_shader_uniforms.data[19],"[0.00, 0.00, 0.00, 0.00]",vec4f,304,,,,,
global_shader_uniforms.data[20],"[0.00, 0.00, 0.00, 0.00]",vec4f,320,,,,,
global_shader_uniforms.data[21],"[0.00, 0.00, 0.00, 0.00]",vec4f,336,,,,,
global_shader_uniforms.data[22],"[0.00, 0.00, 0.00, 0.00]",vec4f,352,,,,,
global_shader_uniforms.data[23],"[0.00, 0.00, 0.00, 0.00]",vec4f,368,,,,,
global_shader_uniforms.data[24],"[0.00, 0.00, 0.00, 0.00]",vec4f,384,,,,,
global_shader_uniforms.data[25],"[0.00, 0.00, 0.00, 0.00]",vec4f,400,,,,,
global_shader_uniforms.data[26],"[0.00, 0.00, 0.00, 0.00]",vec4f,416,,,,,
global_shader_uniforms.data[27],"[0.00, 0.00, 0.00, 0.00]",vec4f,432,,,,,
global_shader_uniforms.data[28],"[0.00, 0.00, 0.00, 0.00]",vec4f,448,,,,,
global_shader_uniforms.data[29],"[0.00, 0.00, 0.00, 0.00]",vec4f,464,,,,,
global_shader_uniforms.data[30],"[0.00, 0.00, 0.00, 0.00]",vec4f,480,,,,,
global_shader_uniforms.data[31],"[0.00, 0.00, 0.00, 0.00]",vec4f,496,,,,,
global_shader_uniforms.data[32],"[0.00, 0.00, 0.00, 0.00]",vec4f,512,,,,,
global_shader_uniforms.data[33],"[0.00, 0.00, 0.00, 0.00]",vec4f,528,,,,,
global_shader_uniforms.data[34],"[0.00, 0.00, 0.00, 0.00]",vec4f,544,,,,,
global_shader_uniforms.data[35],"[0.00, 0.00, 0.00, 0.00]",vec4f,560,,,,,
global_shader_uniforms.data[36],"[0.00, 0.00, 0.00, 0.00]",vec4f,576,,,,,
global_shader_uniforms.data[37],"[0.00, 0.00, 0.00, 0.00]",vec4f,592,,,,,
global_shader_uniforms.data[38],"[0.00, 0.00, 0.00, 0.00]",vec4f,608,,,,,
global_shader_uniforms.data[39],"[0.00, 0.00, 0.00, 0.00]",vec4f,624,,,,,
global_shader_uniforms.data[40],"[0.00, 0.00, 0.00, 0.00]",vec4f,640,,,,,
global_shader_uniforms.data[41],"[0.00, 0.00, 0.00, 0.00]",vec4f,656,,,,,
global_shader_uniforms.data[42],"[0.00, 0.00, 0.00, 0.00]",vec4f,672,,,,,
global_shader_uniforms.data[43],"[0.00, 0.00, 0.00, 0.00]",vec4f,688,,,,,
global_shader_uniforms.data[44],"[0.00, 0.00, 0.00, 0.00]",vec4f,704,,,,,
global_shader_uniforms.data[45],"[0.00, 0.00, 0.00, 0.00]",vec4f,720,,,,,
global_shader_uniforms.data[46],"[0.00, 0.00, 0.00, 0.00]",vec4f,736,,,,,
global_shader_uniforms.data[47],"[0.00, 0.00, 0.00, 0.00]",vec4f,752,,,,,
global_shader_uniforms.data[48],"[0.00, 0.00, 0.00, 0.00]",vec4f,768,,,,,
global_shader_uniforms.data[49],"[0.00, 0.00, 0.00, 0.00]",vec4f,784,,,,,
global_shader_uniforms.data[50],"[0.00, 0.00, 0.00, 0.00]",vec4f,800,,,,,
global_shader_uniforms.data[51],"[0.00, 0.00, 0.00, 0.00]",vec4f,816,,,,,
global_shader_uniforms.data[52],"[0.00, 0.00, 0.00, 0.00]",vec4f,832,,,,,
global_shader_uniforms.data[53],"[0.00, 0.00, 0.00, 0.00]",vec4f,848,,,,,
global_shader_uniforms.data[54],"[0.00, 0.00, 0.00, 0.00]",vec4f,864,,,,,
global_shader_uniforms.data[55],"[0.00, 0.00, 0.00, 0.00]",vec4f,880,,,,,
global_shader_uniforms.data[56],"[0.00, 0.00, 0.00, 0.00]",vec4f,896,,,,,
global_shader_uniforms.data[57],"[0.00, 0.00, 0.00, 0.00]",vec4f,912,,,,,
global_shader_uniforms.data[58],"[0.00, 0.00, 0.00, 0.00]",vec4f,928,,,,,
global_shader_uniforms.data[59],"[0.00, 0.00, 0.00, 0.00]",vec4f,944,,,,,
global_shader_uniforms.data[60],"[0.00, 0.00, 0.00, 0.00]",vec4f,960,,,,,
global_shader_uniforms.data[61],"[0.00, 0.00, 0.00, 0.00]",vec4f,976,,,,,
global_shader_uniforms.data[62],"[0.00, 0.00, 0.00, 0.00]",vec4f,992,,,,,
global_shader_uniforms.data[63],"[0.00, 0.00, 0.00, 0.00]",vec4f,1008,,,,,
global_shader_uniforms.data[64],"[0.00, 0.00, 0.00, 0.00]",vec4f,1024,,,,,
global_shader_uniforms.data[65],"[0.00, 0.00, 0.00, 0.00]",vec4f,1040,,,,,
global_shader_uniforms.data[66],"[0.00, 0.00, 0.00, 0.00]",vec4f,1056,,,,,
global_shader_uniforms.data[67],"[0.00, 0.00, 0.00, 0.00]",vec4f,1072,,,,,
global_shader_uniforms.data[68],"[0.00, 0.00, 0.00, 0.00]",vec4f,1088,,,,,
global_shader_uniforms.data[69],"[0.00, 0.00, 0.00, 0.00]",vec4f,1104,,,,,
global_shader_uniforms.data[70],"[0.00, 0.00, 0.00, 0.00]",vec4f,1120,,,,,
global_shader_uniforms.data[71],"[0.00, 0.00, 0.00, 0.00]",vec4f,1136,,,,,
global_shader_uniforms.data[72],"[0.00, 0.00, 0.00, 0.00]",vec4f,1152,,,,,
global_shader_uniforms.data[73],"[0.00, 0.00, 0.00, 0.00]",vec4f,1168,,,,,
